brand,model,condition,warranty,screen_size,processor,ram,card,hard_driver,made_in,information,hard_driver_kind,price
HP,Notebook,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,5.400.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Ryzen 5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,11.800.000 đ
MSI,GL Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,17.500.000 đ
HP,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,2.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,NaN,128 GB,Trung Quốc,In trên bao bì,SSD,7.500.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),4-6 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nước khác,In trên bao bì,SSD,5.999.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,SSD,4.300.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.320.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,22.000.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,6.300.000 đ
Dell,Alienware,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,SSD,14.500.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.340.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,4.600.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.330.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,SSD,6.500.000 đ
Asus,Zephyrus,Mới,7-12 tháng,13 - 14.9 inch,Ryzen 5,NaN,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,12.700.000 đ
Dell,Vostro,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,15.500.000 đ
Lenovo,Yoga,Mới,7-12 tháng,13 - 14.9 inch,NaN,16 GB,Khác,512 GB,Mỹ,In trên bao bì,SSD,9.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i7,16 GB,Khác,512 GB,Đang cập nhật,In trên bao bì,SSD,8.000.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Việt Nam,In trên bao bì,SSD,1.850.000 đ
Microsoft,Surface Laptop,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Thái Lan,In trên bao bì,SSD,7.500.000 đ
Lenovo,Legion Y Series,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,17.500.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,7.900.000 đ
MSI,GL Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,17.500.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),4-6 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Khác,128 GB,Nước khác,In trên bao bì,SSD,3.990.000 đ
Dell,Precision,Mới,Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Việt Nam,In trên bao bì,NaN,7.490.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Việt Nam,In trên bao bì,SSD,4.300.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.320.000 đ
Acer,Swift,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.999.999 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,4.990.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,AMD,6 GB,Onboard,250 GB,Trung Quốc,In trên bao bì,HDD,1.250.000 đ
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,SSD,5.000.000 đ
Microsoft,Surface Pro 5,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.330.000 đ
Lenovo,IdeaPad,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i3,8 GB,Onboard,< 128 GB,Việt Nam,In trên bao bì,SSD,1.500.000 đ
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,5.900.000 đ
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,8 GB,Khác,500 GB,Việt Nam,In trên bao bì,SSD,9.650.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Khác,256 GB,Nước khác,In trên bao bì,SSD,2.500.000 đ
HP,Elitebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,8.900.000 đ
Asus,G Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i5,32 GB,NVIDIA,256 GB,Trung Quốc,In trên bao bì,SSD,9.800.000 đ
Dell,Latitude,Mới,3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.000.000 đ
Lenovo,Legion Y Series,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i7,32 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,17.500.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.000.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,6 GB,Onboard,250 GB,Trung Quốc,In trên bao bì,SSD,2.500.000 đ
Lenovo,Yoga,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,SSD,13.900.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,SSD,6.500.000 đ
Dell,XPS,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,12.500.000 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),7-12 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,17.900.000 đ
Acer,Swift,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.999.999 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,128 GB,Đang cập nhật,In trên bao bì,SSD,5.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,9.700.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,32 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,15.990.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,4.990.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,11 - 12.9 inch,Intel Core i3,4 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,SSD,2.900.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,AMD,6 GB,Onboard,250 GB,Trung Quốc,In trên bao bì,HDD,1.250.000 đ
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Nước khác,In trên bao bì,SSD,5.000.000 đ
Acer,Predator,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,SSD,13.900.000 đ
Lenovo,ThinkPad,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,6.990.000 đ
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,5.900.000 đ
Apple,Dòng Khác,Đã sử dụng (chưa sửa chữa),Còn bảo hành,>= 21 inch,Khác,16 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,8.990.000 đ
Lenovo,ThinkPad,Mới,Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Mỹ,In trên bao bì,NaN,20.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nhật Bản,In trên bao bì,SSD,6.300.000 đ
Dell,Latitude,Mới,3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Khác,256 GB,Nhật Bản,In trên bao bì,SSD,3.000.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,AMD,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,9.990.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Còn bảo hành,13 - 14.9 inch,Intel Core i5,4 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,SSD,4.500.000 đ
MSI,GF Series,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,SSD,11.500.000 đ
Asus,VivoBook Seriers,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Ryzen 5,8 GB,AMD,256 GB,Trung Quốc,In trên bao bì,SSD,6.000.000 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,AMD,256 GB,Đang cập nhật,In trên bao bì,SSD,8.499.999 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,15.990.000 đ
MSI,GE Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,SSD,23.000.000 đ
Microsoft,Surface,Đã sử dụng (chưa sửa chữa),4-6 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,SSD,5.500.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),Còn bảo hành,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,16.990.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,21.500.000 đ
Apple,MacBook Air,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,5.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,5.000.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,SSD,6.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,11 - 12.9 inch,Intel Core i5,4 GB,Onboard,128 GB,Nhật Bản,In trên bao bì,SSD,3.300.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),>12 tháng,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,SSD,11.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Còn bảo hành,11 - 12.9 inch,NaN,8 GB,Khác,128 GB,Đang cập nhật,In trên bao bì,SSD,6.490.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,11 - 12.9 inch,Intel Core i7,8 GB,Onboard,NaN,Đang cập nhật,In trên bao bì,SSD,4.700.000 đ
Asus,VivoBook Seriers,Mới,Còn bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,SSD,15.290.000 đ
HP,Victus,Mới,Còn bảo hành,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,14.500.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Nước khác,In trên bao bì,SSD,3.950.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),7-12 tháng,15 - 16.9 inch,Intel Core i7,16 GB,NVIDIA,256 GB,Mỹ,In trên bao bì,SSD,7.500.000 đ
Apple,MacBook Pro Touch Bar,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,AMD,8 GB,Onboard,256 GB,Việt Nam,In trên bao bì,SSD,9.990.000 đ
Microsoft,Surface Laptop Studio,Mới,3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,22.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,11 - 12.9 inch,Intel Core i7,8 GB,Onboard,NaN,Đang cập nhật,In trên bao bì,SSD,4.700.000 đ
Asus,Chromebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Pentium,2 GB,Onboard,500 GB,Mỹ,In trên bao bì,HDD,1.650.000 đ
MSI,GF Series,Đã sử dụng (chưa sửa chữa),4-6 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,SSD,11.500.000 đ
HP,Spectre,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i7,16 GB,NaN,512 GB,Đang cập nhật,In trên bao bì,SSD,13.500.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,128 GB,Việt Nam,In trên bao bì,SSD,6.500.000 đ
MSI,GE Series,Đã sử dụng (chưa sửa chữa),1 tháng,15 - 16.9 inch,Intel Core i9,16 GB,NVIDIA,1 TB,Việt Nam,In trên bao bì,SSD,23.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.990.000 đ
Microsoft,Surface,Đã sử dụng (chưa sửa chữa),4-6 tháng,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Đang cập nhật,In trên bao bì,SSD,5.500.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Core i5,16 GB,Khác,256 GB,Đang cập nhật,In trên bao bì,SSD,7.500.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i5,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,2.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,12.200.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),3 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,10.800.000 đ
Acer,Nitro 5,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,21.500.000 đ
Toshiba,E-Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,3.400.000 đ
Asus,A series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,< 128 GB,Đang cập nhật,In trên bao bì,SSD,700.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,5.800.000 đ
Asus,X Series,Đã sử dụng (chưa sửa chữa),>12 tháng,15 - 16.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Việt Nam,In trên bao bì,SSD,11.000.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i5,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,2.000.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.000.000 đ
Lenovo,ThinkBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,7.400.000 đ
HP,Spectre,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i7,16 GB,NaN,512 GB,Đang cập nhật,In trên bao bì,SSD,13.500.000 đ
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,6.990.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i5,16 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,12.200.000 đ
Toshiba,E-Series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,3.400.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,5.800.000 đ
Asus,Chromebook,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Pentium,2 GB,Onboard,500 GB,Mỹ,In trên bao bì,HDD,1.650.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Mỹ,In trên bao bì,SSD,1.800.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,SSD,12.500.000 đ
Asus,A series,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NVIDIA,< 128 GB,Đang cập nhật,In trên bao bì,SSD,700.000 đ
Apple,MacBook Pro,Mới,>12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NaN,512 GB,Trung Quốc,In trên bao bì,NaN,8.490.000 đ
Microsoft,Surface Laptop Studio,Mới,3 tháng,13 - 14.9 inch,Intel Core i7,16 GB,Onboard,512 GB,Mỹ,In trên bao bì,SSD,22.000.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),>12 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,16.500.000 đ
Asus,TUF Gaming,Mới,Còn bảo hành,15 - 16.9 inch,AMD,16 GB,Khác,512 GB,Nước khác,In trên bao bì,SSD,25.500.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,NaN,NaN,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,14.000.000 đ
Dell,G Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i9,32 GB,NVIDIA,1 TB,Mỹ,In trên bao bì,SSD,28.000.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i9,32 GB,NaN,512 GB,Mỹ,In trên bao bì,SSD,22.500.000 đ
HP,Notebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,4.600.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,3.200.000 đ
Dell,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i5,8 GB,NaN,128 GB,Đang cập nhật,In trên bao bì,SSD,2.000.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,11 - 12.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,2.700.000 đ
Acer,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,5.000.000 đ
Lenovo,ThinkBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,Intel Core i5,8 GB,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,7.400.000 đ
HP,ProBook,Đã sử dụng (chưa sửa chữa),1 tháng,13 - 14.9 inch,Intel Core i5,8 GB,Onboard,256 GB,Mỹ,In trên bao bì,SSD,4.800.000 đ
Lenovo,Dòng Khác,Mới,7-12 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Mỹ,In trên bao bì,SSD,18.000.000 đ
Hãng khác,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,6.990.000 đ
Apple,MacBook Pro,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,37.900.000 đ
Dell,Latitude,Đã sử dụng (chưa sửa chữa),Hết bảo hành,13 - 14.9 inch,Intel Celeron,4 GB,Onboard,128 GB,Mỹ,In trên bao bì,SSD,1.800.000 đ
Dell,Inspiron,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i7,16 GB,NVIDIA,512 GB,Đang cập nhật,In trên bao bì,SSD,12.500.000 đ
Apple,MacBook Pro M1,Đã sử dụng (chưa sửa chữa),3 tháng,13 - 14.9 inch,Intel Core i7,8 GB,NVIDIA,250 GB,Mỹ,In trên bao bì,SSD,200.000 đ
Apple,MacBook Pro,Mới,>12 tháng,15 - 16.9 inch,Intel Core i5,8 GB,NaN,512 GB,Trung Quốc,In trên bao bì,NaN,8.490.000 đ
Asus,TUF Gaming,Đã sử dụng (chưa sửa chữa),>12 tháng,15 - 16.9 inch,Intel Core i5,16 GB,NVIDIA,512 GB,Việt Nam,In trên bao bì,SSD,16.500.000 đ
Asus,TUF Gaming,Mới,Còn bảo hành,15 - 16.9 inch,AMD,16 GB,Khác,512 GB,Nước khác,In trên bao bì,SSD,25.500.000 đ
Apple,MacBook Air M1,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,13 - 14.9 inch,NaN,NaN,NaN,256 GB,Đang cập nhật,In trên bao bì,SSD,14.000.000 đ
Dell,G Series,Đã sử dụng (chưa sửa chữa),Hết bảo hành,15 - 16.9 inch,Intel Core i9,32 GB,NVIDIA,1 TB,Mỹ,In trên bao bì,SSD,28.000.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,Intel Core i9,32 GB,NaN,512 GB,Mỹ,In trên bao bì,SSD,22.500.000 đ
HP,ZBook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,NaN,NaN,NaN,NaN,NaN,Đang cập nhật,In trên bao bì,NaN,13.500.000 đ
HP,Notebook,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i7,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,4.600.000 đ
Dell,Precision,Đã sử dụng (chưa sửa chữa),3 tháng,17 - 18.9 inch,Intel Core i7,32 GB,NVIDIA,1 TB,Mỹ,In trên bao bì,SSD,16.300.000 đ
Asus,Dòng Khác,Đã sử dụng (chưa sửa chữa),Bảo hành hãng,15 - 16.9 inch,Intel Core i5,8 GB,NVIDIA,256 GB,Đang cập nhật,In trên bao bì,SSD,3.200.000 đ
